,Date,Tweets
1374,2020-05-12,RT @leonardjfrench: Elon Musk getting arrested for violating Alameda County rules would be the best thing for #TSLA stock as @elonmusk cann…
1375,2020-05-12,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

Open for 5 more people : https://t.co/8jyAOHTc4t

#BITCOIN #USOIL #EURJPY #TSLA #AUDUSD #GBPUSD #NFLX #USDCAD #USDCHF #EURUSD #XAUUSD #USDJPY #fx #AMZN #Forex 186877245 https://t.co/iiHHYhbPc4"
1376,2020-05-12,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

I know you will miss out : https://t.co/DDrNELU9Ji

#USDJPY #forexsignal #forextrading #BITCOIN #USDCAD #NFLX #AMZN #stocks $ETH $BTC #EURJPY #TSLA $BTC #USDCHF #AUDUSD 704199128 https://t.co/w7DIst6xvB"
1377,2020-05-12,"Sports betting has now crossed the road and they are opening commission free trading accounts at Schwab, Swissquote and Saxo to trade #TSLA # Moderna #Inovio . Clearly they need to get their fix from somewhere..."
1378,2020-05-12,"RT @JasameSmith: I'm organizing a large protest to help the workers at FREMONT!💪👊😤

Please let me know who is interested, we will also need…"
1379,2020-05-12,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

Best signals channel ever : https://t.co/ZCdNurWdYg

#AAPL #AUDUSD #CRYPTO #USDCHF #XAGUSD #XAUSUD #USDJPY #USDCAD #EURCHF #BITCOIN #AMZN #NFLX #EURJPY #TSLA #FB 875838067 https://t.co/QIK0JUM871"
1380,2020-05-12,#TSLA is it today’s tesla short day or gain? Because of restarting #Elon @elonmusk $TSLAQ
1381,2020-05-12,"USD/JPY may be on the verge of extending gains after prices broke above a Falling Wedge over the past 24 hours.

#USDJPY #AMZN #ASX200 #SP500 #forex #FB #TSLA #gold #SILVER"
1382,2020-05-12,"@BeursWolf101 Funny thing is neither do all the other businesses wrapped up the #Tesla #tsla name seem to be taken into account either. Like Powerwall, grid energy storage, solar roofing, semi transport, energy bidding. Plus Tesla is growing @ 50% every year. #tslaq good luck, you’ll need it."
1383,2020-05-12,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

For more Free signals : https://t.co/UEqP9xlXoZ

#USDCAD #USOIL #NFLX #GBPUSD #EURJPY #XAUUSD #USDCHF #USDJPY #AMZN #AUDUSD #TSLA #EURUSD #BITCOIN #Forex #fx 790106019 https://t.co/7xgXOPdbbo"
1384,2020-05-12,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

For more Free signals : https://t.co/UEqP9xlXoZ

#USDJPY #NFLX #USDCAD #EURJPY #TSLA #AMZN #fx #BITCOIN #Forex #GBPUSD #EURUSD #XAUUSD #USDCHF #USOIL #AUDUSD 112360243 https://t.co/j7HOpY65cv"
1385,2020-05-12,RT @leonardjfrench: Elon Musk getting arrested for violating Alameda County rules would be the best thing for #TSLA stock as @elonmusk cann…
1386,2020-05-12,https://t.co/sbiGALjtXN The Latest: Singapore loosens coronavirus restrictions $TSLA #TSLA #Health #Localgovernments #MLBbaseball
1387,2020-05-12,The Latest: Singapore loosens coronavirus restrictions $TSLA #TSLA #Health #Localgovernments #MLBbaseball https://t.co/mWZ3dIA3Ma
1388,2020-05-12,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1389,2020-05-12,RT @leonardjfrench: Elon Musk getting arrested for violating Alameda County rules would be the best thing for #TSLA stock as @elonmusk cann…
1390,2020-05-12,Had money in #TSLA. Good week but then realized I just timed it right. Not gonna happen all the time. Don’t play individual stock. Index funds are the way to go. Ur wallets will thank me later
1391,2020-05-12,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1392,2020-05-12,RT @leonardjfrench: Elon Musk getting arrested for violating Alameda County rules would be the best thing for #TSLA stock as @elonmusk cann…
1393,2020-05-12,"$SPY Support and Resistance (Pivots) for Tue 5/12/20:

$FB $AMZN $AAPL
$GOOG $TSLA $C
$BAC $BMY $IBB
$MSFT $NFLX $NVDA $JNJ

#stocks #pivots #markets #daytrading #watchlist #charts #aapl #ATHS $spx #spy #tsla #fb #bac #celg #ibb #msft #nvda #JnJ #c #AMZN https://t.co/OjC214rwMl"
1394,2020-05-12,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1395,2020-05-12,"@BarkMSmeagol Hilarious Mark Spiegel the king of how to lose money with short trading on #Tesla #tsla. I should thank him though as his total arrogance plus stupidity combined to convince me to load up on #tsla #Tesla and now I can’t believe how much it’s made me. Thanks Mark, you’re the worst"
1396,2020-05-12,RT @leonardjfrench: Elon Musk getting arrested for violating Alameda County rules would be the best thing for #TSLA stock as @elonmusk cann…
1397,2020-05-12,@elonmusk Does this mean I can short the stock tomorrow? #TSLA #WALLSTREETBETS
1398,2020-05-12,RT @leonardjfrench: Elon Musk getting arrested for violating Alameda County rules would be the best thing for #TSLA stock as @elonmusk cann…
1399,2020-05-12,"@elonmusk, I will run for president 2024 if you'll be the secretary of Energy and High Commander of the U.S. Space Force.

#TSLA #SpaceForce #FreedomOfSpeech #ToTheMoon #USA"
1400,2020-05-12,"Elon Musk getting arrested for violating Alameda County rules would be the best thing for #TSLA stock as @elonmusk cannot tweet from jail.

#tuesdaythoughts"
1401,2020-05-12,@montana_skeptic It is over. Guillen is selling his 2026 options so he is planning to bail. #tsla is over.
1402,2020-05-12,@ProphetTesla @ghost_scot It is all in collapse. He doesn’t care about killing people to make it look like he tried to save it. #tsla will be CCP property before the end of the year.
1403,2020-05-12,https://t.co/yVRmw7xkbr The Latest: South Korea reports 27 new coronavirus cases $TSLA #TSLA #Health #Socialmedia #Onlinemedia
1404,2020-05-12,The Latest: South Korea reports 27 new coronavirus cases $TSLA #TSLA #Health #Socialmedia #Onlinemedia https://t.co/mMn5PdsUjb
1405,2020-05-12,#CHWY #SNAP #TBT #AMD #BABA #FB #ROKU #TSLA Sooner you understand better it is KEEPING YOUR LOSSES SMALL . DANNY IS Bang on RISK MANAGEMENT . Congrats 🎉🍾🎈🎊 https://t.co/EzUszUUnbm
1406,2020-05-12,"Tesla Model 3 sales in China plunge 64% in April despite electric car recovery from @CNBC #TSLA 

The hurt for companies is coming given the hit to the economy.    https://t.co/Whdp9wxKQX"
1407,2020-05-12,"RT @JasameSmith: I'm organizing a large protest to help the workers at FREMONT!💪👊😤

Please let me know who is interested, we will also need…"
1408,2020-05-12,https://t.co/zSgNHH8C4k The Latest: China reports 1 new coronavirus case $TSLA #TSLA #Health #Stategovernments #Nursinghomes
1409,2020-05-12,The Latest: China reports 1 new coronavirus case $TSLA #TSLA #Health #Stategovernments #Nursinghomes https://t.co/x0hnXsVMSI
1410,2020-05-12,#tsla stock... https://t.co/JWzQies1Zw
1411,2020-05-12,@elonmusk my man if you end up in jail will #theboringcompany come bail you out? #tsla @Tesla #allinoncalls
1412,2020-05-12,RT @CurrencyCom: Is #TSLA bulletproof? Will it reach $1000 soon? Watch our #Tesla stock analysis for May here https://t.co/56h5qOLWsx https…
1413,2020-05-12,"RT @KB2465815821: Elon Musk is putting the entire world on notice. We’re experiencing a global pandemic, the rest of the auto industry is f…"
1414,2020-05-12,"@TheWallStreetBully @MoneyIsMyMotive i would give up touching money for the rest of my life , were it to benefit the whole of the world in the way that #TSLA does."
1415,2020-05-12,"Extremely unprofessional on the part of @elonmusk and #TSLA to start production despite health officials recommendations against this. This is a slap in the face to every doctor, nurse, and frontline worker risking their lives and dying to fight COVID-19. Lives outweigh profits."
1416,2020-05-12,"RT @KB2465815821: Elon Musk is putting the entire world on notice. We’re experiencing a global pandemic, the rest of the auto industry is f…"
1417,2020-05-11,"economist expect recovery will be more of a swoosh than a V-shaped 💰.
$DOW #DOW $DIA #DIA $NYSE #NYSE $Nasdaq #Nasdaq $EPR #EPR $MAIN #MAIN $M #M $TSLA #TSLA $AMZN #AMZN $APPL #APPL $RT #RT $FX #FX"
1418,2020-05-11,"Well, I have to say I find that disappointing that he is willing to risk other peoples lives just to increase his bottom line. That strikes #TeslaOffMyList of vehicles to purchase. That too is disappointing. #TSLA https://t.co/d9gPGyN8xV"
1419,2020-05-11,"@ContrarianShort CNBC has been beyond laughable about #Tesla but I have to thank them as their neg bias displayed on a segment on youtube with #Hyperchange and #MarkSpiegel upset me so much with Spiegel I decided to load up on Tesla &amp; now up 6 digits of profit. CNBC=neg opinions, #tsla smarts."
1420,2020-05-11,"I'm organizing a large protest to help the workers at FREMONT!💪👊😤

Please let me know who is interested, we will also need volunteers to bring snacks to share.

#TSLA the only car company slaughtering employees!! #TSLAQ 😡🤬"
1421,2020-05-11,https://t.co/CONogLFG5j The Latest: Trump: administration has 'met the moment' $TSLA #TSLA #Health #Militaryanddefense #Stategovernments
1422,2020-05-11,The Latest: Trump: administration has 'met the moment' $TSLA #TSLA #Health #Militaryanddefense #Stategovernments https://t.co/KKtn4Vo5Un
1423,2020-05-11,"@maxharris9 @ACSOSheriffs @elonmusk @Tesla @FremontPD @Dare2BWell a few hundred, actually...but give me $20,000,000,000.00 in investor money and I hire thousands to make and sell stuff at a loss too!  #TSLA has lost money every single year in its history https://t.co/tadW9Ikvuz"
1424,2020-05-11,@vincent13031925 The end goal is to solve the problem and open #TSLA soon. No surprise lot of Dumb low IQ people wants this to fail..
1425,2020-05-11,"✒ #JJPL: How could you hedge your #FAANG+ position? Example... Note on: https://t.co/C0JQcbr54H | What do you think?
| #Trading #NYSE #Finance #DerivativesMarket #NASDAQ #FB #AAPL #AMZN #NFLX #GOOGL #TSLA #NVDA https://t.co/pgRkrfgWSv"
1426,2020-05-11,setting up  - #TSLA chart https://t.co/wvcUok6Yir
1427,2020-05-11,Also true or false -- Musk would be a better corporate officer if he would stop getting high and tweeting his opinions that #TSLA is overvalued as a way to manipulate the stock price.
1428,2020-05-11,"https://t.co/3qkPKcVmz0 As nations reopen, warning emerges about virus tracing voids $TSLA #TSLA #Health #Technology #Barsandclubs"
1429,2020-05-11,"As nations reopen, warning emerges about virus tracing voids $TSLA #TSLA #Health #Technology #Barsandclubs https://t.co/0TWp0OsclC"
1430,2020-05-11,"@FOX10Phoenix #TSLA opening NOW.  Not waiting for medically illogical unelected officials to dictate when they can turn the lights back on. 

Ran a factory w/ 7000 workers in China.  Has more foresight than so-called health officials who don't have  skin in the game w regard to economy."
1431,2020-05-11,Elon Musk going full Johnny Cash $tsla $tslaq #tsla #tslaq
1432,2020-05-11,Bout time there is a CEO of a public company that has some 🥜. Time to get this country back to work #TSLA $TSLA https://t.co/Uh2WyqynSW
1433,2020-05-11,"RT @KB2465815821: Elon Musk is putting the entire world on notice. We’re experiencing a global pandemic, the rest of the auto industry is f…"
1434,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1435,2020-05-11,"RT @KB2465815821: Elon Musk is putting the entire world on notice. We’re experiencing a global pandemic, the rest of the auto industry is f…"
1436,2020-05-11,@elonmusk Thanks for being brave and standing up for your workers and against the communist government of California. We love you Elon! #tsla #corona
1437,2020-05-11,"RT @KB2465815821: Elon Musk is putting the entire world on notice. We’re experiencing a global pandemic, the rest of the auto industry is f…"
1438,2020-05-11,"Elon means business!
https://t.co/MLtNepRI0z
#tesla #TSLA #StockMarket"
1439,2020-05-11,@Keith_Carson - could you make sure Erica Pan apologize to Californians and resign ASAP for the egregious error in judgment she has shown. Please apologize to @elonmusk now. It’s unacceptable what she has done to Tesla and what she has done to California. #TSLA  @GavinNewsom
1440,2020-05-11,@GregAbbott_TX Sure hope you do your homework on this Charlatan before you commit. It’s easy. Look at the broken promises made to Nevada and NY. Then look at how ready he’s to leave the state that gave the most freebies. And read the China contracts. @Tesla is no longer a U.S. company. #TSLA
1441,2020-05-11,"People can be very opinionated on certain stocks going either way. Let’s name a few.
#f
#tsla
#t
......"
1442,2020-05-11,https://t.co/ArKQh3HNaF Tesla CEO Musk restarts California factory amid lockdown $TSLA #TSLA #Health #Productionfacilities #Corporatenews
1443,2020-05-11,Elon Musk says he will be on production line with others #TSLA #Tesla  https://t.co/RL4c4XLRsH
1444,2020-05-11,"RT @MercuryByHLE: As we look forward to substantial announcements around our platform, we take a moment to revisit an equally impressive mo…"
1445,2020-05-11,"#Tesla and #ElonMusk reopen #California facility, defying orders meant to stem #coronavirus spread #TSLA
https://t.co/jKdMiE2VBd"
1446,2020-05-11,Breaking news Elon Musk said in a tweet Tesla #TSLA is restarting production today in their Fremont Gigafactory against Alameda County rules. Musk also tweeted he had the support of the governor in opening the factory. #TSLA is down .13% after-hours https://t.co/0DTKON3WHm
1447,2020-05-11,@elonmusk This is the Alameda County Covid-19 Hotline:  COVID19compliance@acgov.org    I suggest we all tell them that Tesla is clearly an ESSENTIAL business in our economy and with proper health precautions they need to let them get back to work!  @elonmusk @Tesla  #TSLA
1448,2020-05-11,"RT @MarketswithMinh: Elon Musk says Tesla’s California plant will reopen despite shutdown order $TSLA

‘If anyone is arrested, I ask that i…"
1449,2020-05-11,"Elon Musk says Tesla’s California plant will reopen despite shutdown order $TSLA

‘If anyone is arrested, I ask that it only be me,’ Musk tweets via MarketWatch 

#Tesla #TSLA"
1450,2020-05-11,https://t.co/fTya1a80vA Tesla CEO Elon Musk says he has restarted California factory $TSLA #TSLA #Health #Diseaseoutbreaks #Publichealth
1451,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1452,2020-05-11,"@elonmusk Is Going To Be Personally Responsible For Putting The Entire Government Of #CA In Check

LEGEND

#DJIA #SPX #NDX @AP @CNN @CNBC @MSNBC @FoxNews @business #TSLA #TESLA #MUSK #ELON"
1453,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1454,2020-05-11,"#News #TSLA Elon Musk Tweets: 'Tesla is restarting production today against Alameda County rules. I will be on the line with everyone else. If anyone is arrested, I ask that it only be me.' https://t.co/tD539ejahp"
1455,2020-05-11,@elonmusk Most smart businesses in CA that were in the same boat decided to leave or have are left already. Best to do the same or they will suck the blood 🩸 out of #TSLA. This may be different with publicity but CA will be nice temporarily. #elonshakescali
1456,2020-05-11,@JulianBanks65 @Jonny0511 @kimbal @LorenaSGonzalez @GavinNewsom A donation is a vote on the future that you want. Elon donates to causes he believe in. Keep up the #tslaq and donate more money to #tsla shareholders. Thanks in advance.
1457,2020-05-11,"As we look forward to substantial announcements around our platform, we take a moment to revisit an equally impressive moment in January 2020. Our Chief Scientific Officer, Dr. Schalk, presenting our ""bold"" #TSLA @Tesla prediction from VOICE ALONE.

https://t.co/6w96pJXOfv"
1458,2020-05-11,Can't disagree with Elon's commitment #tsla #tesla https://t.co/epTRCZc9Z8
1459,2020-05-11,I hope they livestream this drama! #tsla https://t.co/mzDGbsaq5j
1460,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1461,2020-05-11,"$TSLA finds buyers again around 785.00: https://t.co/xq4Hta8iwR
Sentiment: Neutral #TSLA #Tesla"
1462,2020-05-11,"#AUDUSD both targets done🔥✅ 50 pips from entry🔥 450USD massive profit ✅🔆🔆

dont miss out on signals : https://t.co/SngX5csOmY

#AUDUSD #USDCAD #USDJPY #AMZN #stocks $BTC $ETH #XAUUSD #NFLX #TSLA #USDCHF #forexsignal #EURJPY #BITCOIN #forextrading 630213473 https://t.co/WocdMmT7nm"
1463,2020-05-11,Maybe we should sell everything and just buy more Tesla - #TSLA chart https://t.co/FGiqHT02Rk
1464,2020-05-11,"Tesla Inc closed at $811.29 (-0.99%) 🔴 Market Cap is now $150.39B
#TSLA #TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive"
1465,2020-05-11,"#AUDUSD both targets done🔥✅ 50 pips from entry🔥 450USD massive profit ✅🔆🔆

Best signals channel ever : https://t.co/FEcNuMO6jq

#USDJPY #EURJPY #USDCAD #USDCHF #EURJPY #GBPCAD #XAUUSD #BITCOIN #TSLA #EURCAD #AMZN #GBPJPY #AUDUSD #USDINR #NFLX 257203276 https://t.co/VZYuzp1EVh"
1466,2020-05-11,"""Life Or Death""?

FUCK OFF

Agendas &amp; Money The Only Things At Play

FAKE CRISIS

#TSLA #TESLA #SPX #DJIA #NDX #OOTT https://t.co/jcmZAlUXge"
1467,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1468,2020-05-11,it sure looks like 1K+ comin  - #TSLA chart https://t.co/k9XycWREnv
1469,2020-05-11,@markbspiegel #TSLA jumped 15 points on the news... Crazy investors...
1470,2020-05-11,#TSLA opening california factory opening next week . (May 18th)
1471,2020-05-11,RT @MrTopStep: Has Tesla's #TSLA Elon Musk lost his 'nut'?
1472,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1473,2020-05-11,"RT @antfunee: Governor Newsom just stated manufacturing is allowed to operate in California with covid procedures, but allows counties to d…"
1474,2020-05-11,"RT @antfunee: Governor Newsom just stated manufacturing is allowed to operate in California with covid procedures, but allows counties to d…"
1475,2020-05-11,"Governor Newsom just stated manufacturing is allowed to operate in California with covid procedures, but allows counties to deviate, and is expecting Tesla and Alameda County to reach agreement to open next week.  $TSLA #Tesla #TSLA"
1476,2020-05-11,"#TSLA I think this sums up how #tslaq reply to facts and reason away every fact gifted to them. I guess, in their, it's best to enjoy delusion than suffer the fact of being wrong. https://t.co/m0NNvxTEwd"
1477,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1478,2020-05-11,#tsla is operating again! New cars on the parking lot! $tsla https://t.co/77yVEBiwTm
1479,2020-05-11,"#AUDUSD both targets done🔥✅ 50 pips from entry🔥 450USD massive profit ✅🔆🔆

VIP free signals : https://t.co/Y0PFdV5eQf

#USDCHF #BITCOIN #USDINR #EURJPY #GBPCAD #USDJPY #NFLX #AMZN #USDCAD #EURCAD #AUDUSD #EURJPY #XAUUSD #TSLA #GBPJPY 450243046 https://t.co/idb9Qsdffh"
1480,2020-05-11,"RT @sashatoronto: Very interesting interview from Bob Lutz on the future of automotive #TSLA #Ford #GM #BMW #Daimler 

https://t.co/nEjwdFA…"
1481,2020-05-11,"RT @JasameSmith: This weekend was my Super Bowl too!  The highlight of my life is watching people I hate, suffering in pain. #tsla #tslaq…"
1482,2020-05-11,"RT @JasameSmith: This weekend was my Super Bowl too!  The highlight of my life is watching people I hate, suffering in pain. #tsla #tslaq…"
1483,2020-05-11,"Very interesting interview from Bob Lutz on the future of automotive #TSLA #Ford #GM #BMW #Daimler 

https://t.co/nEjwdFAoh5"
1484,2020-05-11,#TSLA - TESLA SHORT VERSO 220 - TradingView - https://t.co/ZBy7XOB5s9
1485,2020-05-11,"#AUDUSD both targets done🔥✅ 50 pips from entry🔥 450USD massive profit ✅🔆🔆

Closing soon  join now: https://t.co/HPvhQtxiBN

#forextrading #AMZN $BTC $ETH #USDJPY #BITCOIN #EURJPY #AUDUSD #forexsignal #stocks #XAUUSD #TSLA #NFLX #USDCHF #USDCAD 142283091 https://t.co/cOcJ1rIk26"
1486,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1487,2020-05-11,"RT @JasameSmith: This weekend was my Super Bowl too!  The highlight of my life is watching people I hate, suffering in pain. #tsla #tslaq…"
1488,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1489,2020-05-11,#TSLA is probably the only Auto company forcing employees back to their SLAUGHTER HOUSE.🔪🧟‍♂️🧟  #TSLAQ https://t.co/VO7MOcITBo
1490,2020-05-11,"RT @JasameSmith: This weekend was my Super Bowl too!  The highlight of my life is watching people I hate, suffering in pain. #tsla #tslaq…"
1491,2020-05-11,"This weekend was my Super Bowl too!  The highlight of my life is watching people I hate, suffering in pain. #tsla #tslaq

I have a great life, very happy😎 https://t.co/ecatYy5KOe"
1492,2020-05-11,@thirdrowtesla So far none of these seem to show she in the pocket of the Oil and gas lobby. I am not happy at all with Tesla being forced to be closed for so long. I am long #TSLA and an early #Model3 owner. But check your fire.
1493,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1494,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1495,2020-05-11,"Wow - Incredible. 
And that folks is how it is done. 
#Covid19 #TSLA #Tesla https://t.co/NOR8YZFu8A"
1496,2020-05-11,"Welcome. Wanna start trading. Join Etoro and trade Crypto and traditional stocks. Simple and Easy.

Click my referal and we both get 50 Dollars in reward.

https://t.co/swMgBRoawE

#Etoro #Crypto #Bitcoin  #Trading #EtoroTrading #3millionsleft #xrp #trx #btc  #tsla #Amazon"
1497,2020-05-11,1 hour charts for the Group 3 instruments are available for members viewing.. https://t.co/x2kmaKA6Ui #ElliottWave #Stocks #ETF's #AAPL #FB #AMZN #T #XOM #XLK #BTC #XLP #XLF #GDX  #BAC #TSLA #BABA #GOOGL #GE #NFLX #FCX #XME #XLY #trading https://t.co/iP6zlSWJKc
1498,2020-05-11,The Group 3 Live Analysis / #Trading Room video recording is available for members https://t.co/x2kmaKA6Ui #ElliottWave #Stocks #ETF's #AAPL #FB #AMZN #T #XOM #XLK #BTC #XLP #XLF #GDX #BAC #TSLA #BABA #GOOGL #GE #NFLX #NKE #FCX #VOX #XME
1499,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1500,2020-05-11,RT @theinfamouspak1: #tsla watcha guys think panic sell cause of weekend news? Or rally? Most definitely watching today for plays
1501,2020-05-11,RT @flyingstocksman: Back in the #USA #Tesla firmly in BUY on our system despite the #coronavirus sell-off. See chart. Key: above the cloud…
1502,2020-05-11,"@KTVU At this stage, all it'll take just one #COVID case at #TSLA Fremont to shut this shitshow delivered by papi @elonmusk"
1503,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1504,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1505,2020-05-11,"@ray4tesla @LorenaSGonzalez Do you want a conspiracy? Why @larryellison is not following #tsla or @elonmusk anymore?
Why he went on the last capital raise just with 100k?
Rivian and Amazon will explain later..."
1506,2020-05-11,"#EURUSD looks like its gonna go down to 1.07!

Best signals channel ever : https://t.co/IUtkknvHmf

#TSLA #GBPUSD #Forex #XAUUSD #NFLX #USOIL #BITCOIN #AMZN #fx #USDCHF #AUDUSD #USDCAD #EURUSD #EURJPY #USDJPY 542620632 https://t.co/MIfRz98m5Q"
1507,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1508,2020-05-11,RT @flyingstocksman: Back in the #USA #Tesla firmly in BUY on our system despite the #coronavirus sell-off. See chart. Key: above the cloud…
1509,2020-05-11,@AlamedaCounty Any updates on #Tesla? The only car manufacturer in US that is not allowed to operate! $tsla #tsla https://t.co/ABPfdDKlqg
1510,2020-05-11,"#EURUSD looks like its gonna go down to 1.07!

I know you will miss out : https://t.co/IIKIZCkqj6

#fx #NFLX #USDCAD #USOIL #BITCOIN #GBPUSD #USDJPY #EURJPY #AUDUSD #TSLA #Forex #AMZN #EURUSD #USDCHF #XAUUSD 893325358 https://t.co/5GsHXBGnbS"
1511,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1512,2020-05-11,"Tesla Inc is now $812.27 (-0.87%) 🔴
#TSLA #TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive"
1513,2020-05-11,"@PlanetPonzi @montana_skeptic #Media Is Too Distracted By #Musk's PR Blitz &amp; His  $700m bonus  #TSLA Over 30 Top Exec's Quit https://t.co/Oh4hBrQjWF

Elon has lost the plot"
1514,2020-05-11,Has Tesla's #TSLA Elon Musk lost his 'nut'?
1515,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1516,2020-05-11,"Get your #FREE #stock now when you join #Robinhood! #AAPL #TSLA #GOOG #Ford #Facebook #GILEAD #stockstowatch #trading #opportunities #mothersday
https://t.co/TbDeLVkemM"
1517,2020-05-11,Get #TWO #FREE #stocks worth up to $1200 when you join #Webull and start #investing! #StockMarket #TSLA #AAPL #GILEAD #stockstowatch #trading #mothersday #opportunities https://t.co/Sf6ced5vpE
1518,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1519,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1520,2020-05-11,"The Production Version of the #Cybertruck will be about 3% #smaller and Feature a more Level centerline.

#model3 #modely #modelx #models #elonmusk
#cybertruck #grimes #gigafactory #Deutschland #gigafactory #tsla… https://t.co/6LvnLr5Njq"
1521,2020-05-11,"RT @Progressiveinv2: Well well we’ll, I wonder what @LorenaSGonzalez could have against Tesla? 🤔 

Typical politicians, she doesn’t care ab…"
1522,2020-05-11,Thank you @elonmusk for continuing to solve the world’s greatest problems. The people of CA have your back! #TSLA
1523,2020-05-11,"If you sold $TSLA @ $820 last Friday and bought back in this morning when it was down 📉 $789. You made profit today!

#tsla #robinhoodapp #StocksToTrade #stockstowatch #themarketisopen #investing https://t.co/1qXjIKBr1f"
1524,2020-05-11,Held trend - #TSLA chart https://t.co/EletgOsZOP
1525,2020-05-11,"$53 in 10 minutes | Trade VLog | [Day Trading] https://t.co/wKRZcEyJRM

#DayTrading #Daytrader #OptionsScalping #investing #TSLA https://t.co/efRNat4fUw"
1526,2020-05-11,"#TSLA call option from 12 to 20... 

https://t.co/okNfb7rT6k https://t.co/fvfSfKaQ4E"
1527,2020-05-11,#TSLA #VTIQ taking us to the moon!
1528,2020-05-11,"May I have your attention, please?
May I have your attention, please?
Will the real $TSLA please stand up?
I repeat, will the real $TSLA please stand up?
We're gonna have a problem here!! 

#tsla #OptionsTrading 🚀 https://t.co/KV8nNZ1yaW"
1529,2020-05-11,"Within 2 minutes, #XAUUSD hit 1725 of posting this, 80 pips profits average!🔥🔥🔥

For more Free signals : https://t.co/bsKKLVSxHo

#stocks #USDJPY #forexsignal #NFLX #AMZN $BTC #BITCOIN #EURJPY #USDCAD $ETH #XAUUSD #AUDUSD #TSLA #USDCHF #forextrading 708851541 https://t.co/OCu306QPLU"
1530,2020-05-11,Quick 20% on 3 $TSLA #TSLA contracts this morning. #TradeBothWays #OptionTrading #Trading https://t.co/LaDxkeGG7p
